,-3000,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,total
caxynews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,32,45,50,48,15,0,200
theforestscout.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,620,1022,532,12,2338
lakesstudentmedia.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,172,141,231,115,94,32,0,792
lzbearfacts.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lhstomtom.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,136,78,88,36,0,379
lhsdoi.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,264,344,227,234,183,107,58,1513
statesmanshs.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,104,49,49,43,15,0,330
benetherald.benet.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,105,109,96,23,0,386
porterpress.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,31,41,135,48,25,0,302
meridiandaily.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,101,77,96,169,143,98,1,737
kanelandkrier.com,0,0,0,0,0,0,0,0,0,4,51,64,142,217,158,220,111,149,202,139,53,3,1513
themchenrymessenger.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,38
peacepipechatter.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,48,54,73,142,57,0,392
vernoisnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,58,0,120
mhsmustang.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,101,106,71,39,0,389
carmelcrossroads.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,139,73,56,9,20,320
centraltimes.org,0,0,0,0,0,0,0,0,0,0,45,82,120,68,112,194,174,174,243,226,108,0,1546
nnhsnorthstar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,52,0,105
nvhsecho.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,136,1,190
thewestgazette.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,11,11,7,1,0,39
lwcknighttimes.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,21,0,57
westpawprint.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,106,91,87,39,112,26,0,462
uhsclarionette.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,43,53,26,35,0,174
nchsinkspot.com,0,0,0,0,0,0,0,0,0,0,0,0,0,50,149,52,87,86,109,116,41,22,712
torch.glenbrook225.org,0,0,0,0,0,0,0,0,0,0,0,0,0,108,174,180,126,140,186,173,103,0,1190
ofhsvedas.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,27,0,45
olspartanite.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,51,64,75,17,0,244
thewicknews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,77,52,37,52,65,35,0,361
trapezeonline.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,54,7,0,0,94
ohslaunchpad.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,49,14,0,73
rchstorch.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,21,16,24,15,19,8,0,119
thescarletink.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,399,307,0,892
sandburgaquila.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,154,53,34,0,0,0,311
vikinglogue.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,176,147,108,116,25,1,684
phscutlass.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,112,155,178,141,31,0,692
freedom7news.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,126,59,0,232
astroworldmedia.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18
thefielder.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,82,51,101,143,93,0,511
pshspawprint.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,52,108,92,71,0,402
theprowler.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,55,28,45,50,0,301
pehseastsidenews.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14
qreview.qps.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,79,38,27,261
rbhsnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,155,64,0,264
rbchs.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,16
rshscenturion.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,34,6,0,0,0,47
rbtv.tv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rbclarion.com,0,0,0,0,0,0,0,0,0,0,78,133,172,215,238,192,118,185,154,93,28,7,1613
pioneerpages.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,230,0,405
rockislandcrimsoncrier.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14
thejeffersontimes.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
easthighlights.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,162,135,53,0,365
guilfordvoyager.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,91,8,0,152
rmhspacer.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,78,39,7,1,0,184
lakeparkperspective.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,85,47,56,85,88,31,0,411
rlhsnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,110,60,29,0,247
theroxette.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18
saxonscribe.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,49,64,38,67,19,0,252
nileswestnews.org,0,0,0,0,0,0,0,0,0,0,0,63,279,389,479,342,364,419,566,583,323,1,3808
northstarnews.org,0,0,0,0,0,0,0,0,0,0,0,0,0,252,248,304,284,178,113,87,17,0,1483
news.argohs.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,35,35,7,0,86
gargoyle.uni.illinois.edu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,121,145,37,0,316
vhtsp.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,165,95,80,38,0,479
thewarwhoop.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,87,64,0,265
wildcatchronicle.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,182,121,108,50,4,537
sjhslance.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wwsthepride.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,0,42
crown.rdhs.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
laprep.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,76,0,134
newtriernews.org,0,0,0,0,0,0,0,0,0,0,0,0,0,158,244,240,231,315,291,225,148,0,1852
mariancentralnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,112,82,85,35,0,360
yhsfoxtales.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7,0,14
bloomingtonsouthoptimist.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,87,236,284,259,82,0,958
bloomingtonnorthfused.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,43,28,25,0,150
bhsnews.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,75,11,0,123
hilite.org,0,0,0,0,0,0,0,0,286,717,727,830,994,957,854,768,649,491,603,843,531,119,9369
carmelyearbook.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
chscollaborator.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,12,0,38
cehsnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,208,202,144,93,15,763
connersvilleclarion.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,57,0,101
dchsparnassus.com,0,0,0,0,0,0,0,0,0,0,0,0,0,4,119,113,98,191,197,139,54,9,924
emhsgenesis.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,149,0,152
ehsnewsmagazine.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18
hsenews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fishersnthered.com,0,0,0,0,0,0,0,0,0,0,0,0,0,46,108,109,138,154,156,173,92,0,976
hhsspartana.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,37,0,57
chargeronline.nacs.k12.in.us,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,84,63,2,176
mvcurrent.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,295,244,104,0,667
ghspantherpress.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,114,0,140
journollonline.com,0,0,0,0,0,0,0,0,0,0,0,3,60,104,144,155,113,65,116,56,29,0,845
shsrebellioustimes.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,96,0,97
bruinformer.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,113,27,1,144
thetrojantribune.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,134,189,134,130,175,79,0,855
brickienews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bdspotlight.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,385,272,107,165,174,60,0,1375
northstaronline.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,57,40,93,141,86,86,0,509
thejournalrewired.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,140,381,424,425,367,175,1,1929
roncallimedia.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,65,103,111,7,0,310
shortridgedailyecho.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,65,66,33,0,192
irishmegaphone.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,280,295,209,0,824
the-blueprint.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,171,158,159,116,117,39,0,777
falconsfocus.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,28,43,0,100
brebeufarrow.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,50,13,43,22,0,186
43journalism.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13
knightlyscroll.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,175,181,111,68,38,31,0,709
slicernewsroom.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,47,13,8,10,1190,1338
themadisonian.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,103,75,23,0,263
breakingblue.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,105,87,83,57,1,334
mchscityzen.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,79,307,261,121,59,26,0,870
tltribe.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14
nahsblotter.com,0,0,0,0,0,0,0,0,0,0,0,0,67,107,55,57,26,47,171,142,63,0,735
ncphoenix.net,0,0,0,0,0,0,0,0,0,0,0,0,95,151,82,53,105,105,53,61,39,0,744
millermedianow.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,151,130,88,98,51,0,550
phspress.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,37,40,46,8,0,132
pchstigertales.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,9,0,0,85
rhsregister.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,146,122,74,113,121,185,16,837
theseymourowl.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,161,159,0,416
sbadamsthetower.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,118,128,0,256
vutrailblazernews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,20,0,82
lckingscourier.net,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,24,16,40,181,328,164,0,787
zchsharbinger.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,83,59,25,0,338
blackandredgister.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,310,241,115,103,94,895
ameshighweb.com,0,0,0,0,0,0,0,221,249,214,253,163,227,269,165,134,227,211,112,78,50,0,2573
ahsneedle.com,0,0,0,0,0,0,0,0,0,0,0,143,314,338,303,366,252,271,407,434,116,4,2948
spartanshield.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,753,973,410,87,2569
crwashsurveyor.com,0,0,0,0,0,0,0,0,0,0,0,0,0,18,74,79,67,62,70,157,31,6,564
kennedytorch.org,0,0,0,0,0,0,0,0,0,0,0,0,51,118,120,148,214,184,220,190,64,0,1309
xavierxpress.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,166,332,359,184,1,1084
hawktalknews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,73,0,121
lctitanpress.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,27
whstoday.com,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,31,34,130,219,48,7,480
eastscroll.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,63,49,23,1,170
hooverchallenger.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,96,5,0,0,133
dmnorthmedia.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,141,89,49,31,13,5,0,359
lhsrailsplitteronline.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wchsgleaner.org,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,36,79,79,95,93,103,0,510
dshsrampage.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,62,2,110
gchsrambler.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,263,117,1,506
wsspaper.com,0,0,0,0,0,0,0,0,0,0,0,7,63,171,194,217,129,331,428,448,197,56,2241
thelittlehawk.com,0,1,0,1,0,0,0,0,0,0,15,147,185,297,227,369,507,564,525,479,253,67,3637
jhsblackandwhite.com,0,0,0,0,0,0,0,0,0,0,0,0,0,9,265,232,240,249,224,180,137,2,1538
westdelawareinklings.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,69,116,138,73,32,429
lmlife.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,114,0,153
themustangmoon.com,0,0,0,0,0,0,0,0,0,0,0,64,121,110,80,78,81,168,178,179,101,0,1160
thelibertylivewire.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,18,0,69
treynorcardinalchatter.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,102,0,143
waukeearrowhead.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,133,124,76,100,21,77,618
dowlingcatholicpost.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,34,18,19,0,175
hanabi.asij.ac.jp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,35,16,71
booster.abileneschools.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,35,2,115
achsspotline.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
orioleonline.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,80,0,134
bulldogbulletinonline.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blhsnews.com,0,0,0,0,0,0,0,0,0,0,0,124,66,92,131,278,338,147,66,157,71,0,1470
bshsnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,18,9,3,2,0,37
bhscattracks.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,247,308,255,255,227,130,0,1504
thecometonline.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,71,42,0,167
chsbluejaypost.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,39,0,82
chsthearrow.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,18
cardinaltimesonline.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,76,0,132
dhsnews.org,0,0,0,0,0,0,0,0,0,0,0,0,47,203,140,154,138,209,220,199,87,0,1397
pantherstale.com,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,10,22,74,570,591,258,1,1561
dchsdodger.com,0,0,0,0,0,0,0,0,0,0,8,102,65,32,85,118,100,152,209,170,74,0,1115
gehsnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,12,36,52,43,30,11,0,211
gbhspanthertales.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,298
tmpchancellor.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,19,25,0,0,76
hayshighguidon.com,0,0,0,0,0,0,0,0,0,0,0,47,109,126,182,313,406,558,452,529,265,55,3042
holtonian.com,0,0,0,0,0,0,0,0,0,0,0,0,0,23,32,35,56,67,37,11,4,0,265
ihsmessenger.com,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,82,63,85,62,17,9,0,342
thebluejay.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kcpipernews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,251,205,299,361,247,72,27,1611
manelineonline.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,40,0,73
fsfreepressonline.com,0,0,0,0,0,0,0,0,0,0,32,53,91,68,133,71,99,99,93,53,56,6,854
lhsbudget.com,0,0,0,0,0,0,0,0,0,0,73,108,51,125,263,224,216,220,127,155,80,141,1783
bsachronicle.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19
ljshsnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18
pawprint-online.com,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,17,76,32,15,2,5,150
maizenews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,323,282,168,135,121,96,0,1247
mhsmentor.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,441,638,577,549,275,12,2691
mhshighlife.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,215,214,190,47,4,750
railernews.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,353,230,153,2,847
eyrieonline.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,211,297,289,250,31,0,1091
oehawkseye.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,69,41,22,0,155
owowlpost.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,47,31,21,111
onhsnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,67,0,112
ohsreview.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,33,12,0,1,62
bvwnews.com,0,0,0,0,0,0,0,0,0,0,0,8,46,68,1,9,54,56,160,139,33,6,580
bvswnews.com,0,0,0,0,0,0,0,0,0,0,0,67,123,180,209,123,117,72,36,49,75,73,1124
bvnnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,107,63,30,14,52,21,1,296
smnmission.com,0,0,0,0,0,0,0,0,0,0,0,0,15,138,167,126,148,48,79,145,70,0,936
smwest.com,0,0,0,0,0,0,0,0,0,0,0,27,98,128,286,346,174,129,67,77,1,3,1336
bvnwnews.com,0,0,0,0,0,0,0,0,0,0,0,23,36,114,313,373,414,376,387,365,152,18,2571
phsjournalism.com,0,0,0,0,0,0,0,0,0,0,0,2,0,2,12,12,11,53,34,12,1,6,145
boosterredux.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,116,33,6,185
kccsnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,105,83,132,97,76,38,5,578
rocketproductions.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,29,0,124
chspylon.com,0,0,0,0,0,0,0,0,0,0,0,0,184,223,24,30,2,28,62,67,18,0,638
mvnews.org,0,0,0,0,0,0,0,0,0,0,0,96,434,660,464,544,687,544,402,439,211,212,4693
smnw.com,0,0,0,0,0,0,0,0,0,0,146,246,148,228,184,127,183,92,98,125,27,0,1604
smsouthnews.com,0,0,0,0,0,0,0,0,0,0,0,18,32,55,79,158,177,179,114,62,37,0,911
stampedenews.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,132,29,0,229
bvtigernews.com,0,0,0,0,0,0,0,0,0,0,83,295,313,288,295,269,409,392,280,255,154,3,3036
thetotem.net,0,0,0,0,0,0,0,0,0,0,169,176,56,57,50,44,24,14,73,45,20,0,728
thstower.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,153,78,77,32,3,607
wrhsbluestreak.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,86,178,112,0,461
twestnews.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,0,47
seamannews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,232,258,279,263,238,99,200,140,0,1709
cvnewsonline.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
northwestexplorer.org,0,0,0,0,0,0,0,0,0,0,0,20,19,43,71,90,50,72,7,9,0,0,381
bcflyer.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6,41,54,118,19,0,0,263
falconsh.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,52,44,33,56,8,0,4,296
wnhsnorthstar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,24,26,62,229,230,87,0,693
shsthetorch.com,0,0,0,0,0,0,0,0,0,0,0,0,0,3,85,263,179,30,51,118,53,2,784
kmccrusade.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,358,152,145,32,0,837
harlancountyhs.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,56,23,0,0,118
thepiratepaper.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,49,0,133
gatornews.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,116,168,118,786,0,39,1228
chhsnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,85,10,157
metcalfenews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,0,0,10
bchsrebellion.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,84,0,116
hhsjournalism.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,123,3,237
hmsnews.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,0,31
thecardinalspirit.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,90,0,149
eastsidetechcenter.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,21,55,68,0,0,149
ltmscatspost.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,16
lafayettetimes.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,304,121,0,505
pldlamplighter.org,0,0,0,0,0,0,0,0,0,0,0,0,0,2,87,103,195,247,245,238,201,77,1395
lcatalon.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,125,0,231
southlaurelnest.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
therunenews.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,100,19,0,0,211
trinityecho.com,0,0,0,0,0,48,125,311,386,421,490,364,349,294,197,166,163,159,141,141,88,0,3843
ontherecordmag.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,29,16,24,0,95
gchseagleseye.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,146,62,44,98,211,110,0,747
belivewire.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,51,144,248,232,69,1,767
bccolonels.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,83,0,199
trojantriumph.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
wofo.press,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,227,125,39,504
grcsmokesignals.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,184,162,55,0,494
campuscurrents.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,79,10,0,0,116
hannanhawkeye.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,36,17,14,0,84
ncsgrowlnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,78,25,0,136
crowleyhigh.press,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,182,68,0,251
theauthoredascension.com,0,0,0,0,0,0,0,0,0,0,0,30,75,77,78,61,27,41,111,149,56,0,705
presstheplay.tv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,80,74,34,16,0,250
gkirisheyes.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,22,1,0,47
chapellenews.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,0,34
echoesofcarmel.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12
greenienews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,81,115,30,0,397
phsnews.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11
bhstheroar.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,80,249,266,195,21,30,0,843
therangerreview.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
theherdkhs.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,0,0,15,32,0,63
