,-3000,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,total
pihsanchor.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,72,28,0,162
spartanlegion.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18
ahsblueandgold.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,81,80,27,7,12,4,0,274
thefalconsnest.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,2,0,0,34
thequakerquill.org,0,0,0,0,0,0,0,0,0,0,0,0,0,175,119,180,177,81,69,14,0,0,815
mercyshield.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,13,20,50,22,25,151
greenstreetgazette.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,13
thebellarion.com,0,0,0,0,0,0,0,0,0,0,0,0,44,116,179,277,215,194,124,59,10,0,1218
pmillpress.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,131
cmwponyexpress.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,33,0,57
jcpatriot.com,0,0,0,0,0,0,0,0,0,0,253,577,496,434,382,314,287,331,320,18,2,16,3430
hphsthebeacon.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,22,2,9,0,0,56
decaturhawk.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,154,27,408
wjpitch.com,0,0,0,0,0,0,0,0,0,75,378,287,222,227,186,234,267,225,338,437,276,0,3152
theblackandwhite.net,0,0,0,0,0,0,0,0,0,0,11,32,54,58,27,25,27,40,33,37,22,0,366
pbmainstream.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,367,274,102,249,259,172,0,1560
chscomet.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,167,117,123,261,283,135,0,1173
clarksburghowl.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,86,81,90,0,319
lrhslightningflash.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,26,30,14,1,116
wlhspawprint.com,0,0,0,0,0,0,0,0,0,0,0,0,0,5,42,36,72,87,65,55,32,0,394
kenwoodnews.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,0,55
titantime.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,204,225,189,82,0,787
lhslance.org,0,0,0,0,0,0,0,0,0,0,0,0,0,1,195,511,562,552,563,641,291,78,3394
wmcurrent.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,247,303,263,127,0,1058
nwhsjagwire.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,6,11,45,180,78,9,0,371
gbhsburrow.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,0,21
erhsraider.org,0,0,0,0,0,0,0,0,0,0,1,0,0,34,46,147,222,170,144,162,63,5,994
thewarriorword.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,18,6,0,0,31
demathastagline.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,52,3,0,89
uhshawkeye.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,90,89,225,80,54,100,0,669
theoakdalepost.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,91,171,239,101,0,714
tartantimes.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,106,0,150
lhsimprint.com,0,0,0,0,0,0,0,0,0,0,0,0,76,81,17,31,147,241,152,120,147,0,1012
mhsroundtable.com,0,0,0,0,0,0,0,0,0,0,0,0,0,38,243,397,355,411,361,322,103,0,2230
oldmilltimes.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,0,31,45,0,103
gctalon.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,135,51,0,210
gcaustringer.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13
omhsnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18
nthstitantimes.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,28
herefordharbinger.org,0,0,0,0,0,0,0,0,0,0,0,0,0,58,86,91,97,184,372,126,56,1,1071
poolesvillepulse.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,28,91,169
thechurchillobserver.com,0,0,0,0,0,0,0,0,0,0,162,350,322,294,286,357,311,271,233,234,177,0,2997
manenews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,24,16,0,0,79
thechscourier.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,25,22,30,36,0,119
cryofthehawk.org,0,0,0,0,0,0,0,0,0,0,0,0,0,7,166,212,109,86,149,220,77,0,1026
lionstale.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,104,215,126,203,150,0,811
rockvillerampage.com,0,0,0,0,0,0,0,0,0,0,0,0,93,118,127,158,174,147,167,228,207,2,1421
thermtide.com,0,0,0,0,0,0,1,0,0,0,0,0,0,2,6,5,148,193,143,140,110,8,756
wildezine.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,45,93,104,54,6,314
thespaldingspirit.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,15
sptalon.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,51,48,51,0,207
jfknewfrontier.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
blueprintnewsonline.com,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,148,50,55,97,54,5,0,457
sccavchronicles.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,333,50,0,458
dulaneygriffin.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,99,132,73,29,0,349
sequelmagazine.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ndpgateway.com,0,0,0,0,0,0,0,0,0,0,0,0,22,79,63,86,137,97,60,49,25,0,618
towsontalisman.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,45,95,69,88,86,33,0,438
pawebpage.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,54,0,144
nphseagleeye.com,0,0,0,0,0,0,0,0,0,0,2,55,98,124,57,34,76,119,99,41,0,1,706
milfordmill.news,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
greenwavegazette.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,109,109,96,88,155,128,11,739
oakmonitoronline.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,16,0,66
highpointmag.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chieftainpress.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,208,223,282,214,96,0,1159
eagle.bchigh.edu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,14
thesagonline.com,0,0,0,0,0,0,0,0,0,0,0,0,151,271,233,274,289,360,252,244,123,110,2307
tritonvoice.co,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,316,213,12,782
registerforum.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,294,146,27,587
youthviewcambridge.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,74,0,75
spinnakernews.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,55,9,0,72
thecentipede.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,70,33,18,0,139
dhsspectrum.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,54,42,39,37,37,25,0,244
willistonian.org,0,0,0,0,0,0,0,0,0,0,0,4,9,44,118,137,140,166,221,211,125,0,1175
ehseagle.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,37,8,0,68
franklinpanthers.us,0,0,0,0,0,0,0,0,0,0,1,426,943,578,146,293,239,243,111,90,105,0,3175
thegillnetter.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,153,188,185,166,45,0,800
macduffiemagnet.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,36,37,44,41,0,167
thecirclevoice.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,155,123,188,23,0,511
crusadernewsonline.com,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,17,0,0,2,0,39
hawksclaw.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,26,11,0,74
hwrhsgeneralconsensus.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,71,3,128
sharktales.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,18
harborlight.hinghamschools.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,157,210,151,114,57,1,783
themedallion.ndahingham.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,66,0,92
holbrookhub.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,78,102,34,0,256
hhsherald.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,117,123,118,101,50,1,581
hhspress.org,0,0,0,0,0,0,0,0,0,2,68,60,63,39,21,17,38,35,37,37,9,0,426
bigredhawks.com,0,0,0,0,0,0,0,0,0,0,0,0,45,116,59,26,47,84,47,38,80,2,544
bhsinsight.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,86,33,47,122,44,0,465
tigertranscript.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,43,81,124,75,54,88,0,512
lhsdevilsadvocate.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,30,34,0,96
thelhsreview.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,73,47,94,84,2,2,306
ludlowcub.com,0,0,0,0,0,0,0,0,0,0,0,0,165,135,125,80,80,115,106,57,9,0,872
newspaper.amsacs.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,252,167,63,94,13,2,620
lookingglass.montroseschool.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,69,59,113,106,57,20,0,463
milfordscarlet.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,48,20,0,97
millburyreflector.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,109,80,0,231
theview.dextersouthfield.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16
ncdspublishing.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,42,14,20,9,1,117
arhsharbinger.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,167,205,356,227,277,247,11,1516
mvrhsnews.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,30,0,47
palmerpawprint.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,118,0,271
plymouthsouth.com,0,0,0,0,0,0,0,0,0,1,9,6,0,1,0,0,17,7,22,11,2,0,76
rhspatriotvoice.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,37,41,39,31,0,160
tlt.rpk12.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,185,0,458
scituation.net,0,0,0,0,0,0,0,0,0,0,0,0,0,33,218,66,77,94,86,120,103,0,797
sbrhsbreeze.org,0,0,0,0,0,0,0,0,0,0,0,0,0,4,34,54,75,78,82,120,25,0,472
spotlight153.com,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,49,68,31,7,2,6,0,195
newcolumns.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,94,95,74,44,0,333
proutytimes.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,5,0,22
shsblueprint.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,30,24,27,11,0,138
tewksburytribune.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,41,58,75,0,233
wakefieldexpressonline.com,0,0,0,0,0,0,0,0,0,0,0,0,0,71,92,155,28,28,9,6,0,0,389
whstherebellion.com,0,0,0,0,0,0,0,0,0,33,139,132,263,558,471,311,225,221,234,262,156,0,3005
talontribune.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12
raidertimes.com,0,0,0,0,0,0,0,0,0,0,0,0,0,39,34,144,97,100,151,140,34,17,756
waylandstudentpress.com,0,0,0,0,0,0,0,0,20,58,245,242,286,329,309,278,209,291,366,512,246,162,3553
wbtoothandclaw.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,19
pentucketnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,227,237,204,89,131,39,0,1023
terrier-times.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,43,99,99,120,58,0,424
lobbyobserver.org,0,0,0,0,0,0,0,0,0,38,116,257,265,236,175,188,187,187,198,207,102,0,2156
bomberblaze.schoolsofwestfield.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,42,15,0,69
waghostwriter.com,0,0,0,0,0,0,0,0,0,0,90,162,230,183,225,270,240,283,260,203,152,1,2299
wildcattracks.weston.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,57,63,48,43,33,277
greylockecho.mgrhs.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,138,59,73,101,75,0,494
unleashed.bancroftschool.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,65,57,28,72,63,0,322
thevigornia.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,50,19,0,88
ahswildcat.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,23,37,3,0,115
chscommunicator.com,0,0,0,0,0,0,0,0,0,0,83,261,256,207,264,204,187,229,286,487,152,97,2713
thehuronemery.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,10,0,26
pioneeroptimist.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,87,28,0,118
fearthesting.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bhhstoday.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,144,238,110,2,495
calconnectionnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,10
the-perspective.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,105,59,60,0,290
chsbleuprint.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,82,31,0,169
voiceofthedragon.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,125,28,0,194
chsmirror.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dcfaithinaction.org,0,0,0,0,0,0,0,0,0,0,0,0,0,122,236,72,87,35,52,65,6,0,675
blueandwhitenews.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,18,55,0,154
newsprintnow.net,0,0,0,0,0,0,0,0,0,0,0,0,168,161,221,200,195,148,127,151,89,0,1460
fentoninprint.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,214,257,384,473,447,279,0,2102
kearsleyeclipse.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fhstheflash.com,0,0,0,0,0,0,1,0,0,0,0,1,0,2,64,120,140,111,129,90,26,0,684
bucsblade.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,171,203,142,166,174,55,12,969
glcometstale.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,69,16,140
thenortherntimes.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,50,35,0,118
theeastvision.info,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,63,137,264,129,3,597
thecentraltrend.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,640,1663,1689,1136,72,5554
thetowerpulse.net,0,0,0,0,0,0,0,0,0,0,0,88,147,242,328,285,234,270,315,230,118,4,2261
northpointenow.org,0,0,0,0,0,0,0,0,0,0,0,0,0,7,37,129,198,198,198,77,9,7,860
vikinglongboat.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,123,47,59,28,0,315
themilfordmessenger.com,0,0,0,0,0,0,0,0,0,0,0,0,89,80,102,16,113,247,97,101,21,0,866
howellmainfour.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,254,191,48,75,22,8,0,769
ihsbulldogbeat.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moxiemountie.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,101,111,105,103,24,0,477
lchstitantimes.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,0,33
mountienationstation.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,142,40,0,0,189
thewildcatroar.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,11,35
lhsinformer.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,24,0,83
lfchain.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,98,29,0,202
thedakotaplanet.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,271,129,21,588
lcnnorthstar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,114,0,183
mhsprofilebytes.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,136,0,232
mhsfocus.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,45,0,64
lotusleaflive.com,0,0,0,0,0,0,0,0,0,0,0,0,70,90,66,69,63,59,87,56,65,0,625
nhsroar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,19
ohspress.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
phsconnected.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,18,0,126
trojantorch.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,34,58,60,36,69,33,0,311
centralstampede.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,57,85,69,93,71,14,0,397
portagenorthernlight.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,105,85,133,165,252,86,5,879
theadamskilt.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,79,90,136,160,177,69,0,743
rochestertalon.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,122,258,211,131,91,53,0,945
pprowl.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,106,105,95,97,59,0,527
thelakeviewhusky.com,0,0,0,0,0,0,0,0,0,0,0,0,7,9,18,69,136,148,153,189,140,0,869
thelakercurrent.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,237,155,42,0,537
ikenews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,178,54,100,69,75,78,0,613
southfieldtimes.org,0,0,0,0,21,121,149,134,175,107,149,128,136,78,71,107,112,92,7,27,3,0,1617
lakeranchor.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sjhswindup.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,82,43,49,0,191
sharkscene.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,91,0,196
shsvanguard.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,25,5,0,53
uaisunited.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,11,0,38
hf2generator.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,48,27,0,92
uncagednews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,145,140,99,82,4,560
troychariot.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,22,417,447
uhsarrow.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,105,109,134,166,198,139,43,922
titannation.net,0,0,0,0,0,0,0,0,0,0,0,0,71,63,56,49,56,86,79,69,9,0,538
wbspectrum.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,258,296,243,145,89,0,0,1090
jghsexplorer.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,110,0,131
wyomingwolfpackpress.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,261,145,0,495
ahlahasa.com,0,0,0,0,0,0,0,0,0,0,0,2,73,46,13,26,37,58,82,29,0,1,367
evhsmedia.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,19,13,0,0,99
avhstalon.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,280,60,28,9,12,421
theaustinsentinel.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trojanturf.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,137,0,196
bhsblueprint.org,0,0,0,0,0,0,0,0,0,0,0,0,0,46,85,81,101,124,70,81,19,0,607
bluejacketstudentnews.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,35,16,0,100
cflantern.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,173,145,139,151,170,106,15,946
thestormsiren.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,44,13,16,10,0,138
preppost.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,59,55,52,39,17,0,289
heightsherald.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thecampuseye.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,11,13,22,18,12,0,94
crhsnest.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,35,5,0,52
thedenfeldcriterion.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eaganindependent.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,96,114,80,72,26,10,515
theeyrie.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,64,49,153,57,5,14,361
edinazephyrus.com,0,0,0,0,0,0,0,0,0,0,0,0,79,208,132,235,91,115,74,274,192,10,1410
prowlerpress.com,0,0,0,0,0,0,0,0,0,0,0,0,0,68,180,336,310,168,99,171,69,0,1401
eaglenewsnetwork.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,77,76,0,1,419
lnhsnorthstar.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,147,49,19,15,3,11,359
lakevillesouthnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25,10,11,57
spartanspeaks.com,0,0,0,0,0,0,0,0,0,0,0,1,120,107,165,154,194,166,204,146,143,32,1432
irishoutlook.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,35,0,51
thevisitationvoice.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,26,4,64
shsoutherner.net,0,0,0,0,0,0,0,0,0,0,0,80,140,110,241,132,141,157,129,119,95,15,1359
blakespectrum.org,0,0,0,0,0,0,0,0,0,0,0,1,28,77,77,68,213,134,99,166,72,2,937
citycollegenews.com,0,0,0,0,0,0,0,0,67,35,87,115,96,129,108,172,93,43,125,36,1,0,1107
minnetonkabreezes.com,0,0,0,0,0,0,0,0,0,0,0,35,79,88,63,176,171,68,95,106,68,0,949
hopkinsrp.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,226,359,240,313,263,87,14,1557
nphstrojantimes.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18
newulmeagle.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,244,138,96,20,542
polarprints.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,201,261,28,0,504
plaidpress.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18
ohsmagnet.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,175,225,203,222,210,154,21,1273
mayospartanforum.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mayoadvocateonline.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,62,54,25,1,376
jmrocketnews.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,16,5,0,46
rhsirishgazette.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,24,0,45
rahsville.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12
humboldthawkherald.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,6
thelesabre.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31,68,106,457,233,107,1007
plhswave.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,68,52,27,0,177
mvviewer.org,0,0,0,0,0,0,0,0,0,0,0,0,12,118,98,66,94,77,7,24,6,0,502
thesfhscrier.com,0,0,0,0,0,0,0,0,0,0,0,8,17,42,82,62,59,14,25,46,8,0,363
bsmapotheosis.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,514
bsmknighterrant.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slpecho.com,0,0,0,0,0,0,0,0,0,0,0,0,0,140,306,505,601,679,778,837,513,70,4429
rubiconline.com,0,0,0,0,0,0,0,0,0,0,0,0,0,176,396,459,399,507,508,639,340,21,3445
sahsponyexpress.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,342,265,326,218,219,183,40,1744
hfphoenix.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,187,96,0,400
whstrojan.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,179,161,120,0,646
cotternews.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,76,87,55,46,66,55,1,416
thepantherpost.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thengaroar.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thelocalroaronline.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,26
thevisionmsms.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,328,376,373,170,0,1407
newhopeecho.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,9,0,0,0,180
